"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.fr/maps/place/Ma%C3%AEtre+Olivier+Rosato/data=!4m7!3m6!1s0x12c9c0e9218a7727:0xc70dc28203b59696!8m2!3d43.3041964!4d5.3653676!16s%2Fg%2F11b6d0k0sz!19sChIJJ3eKIenAyRIRlpa1A4LCDcc?authuser=0&hl=fr&rclk=1","Maître Olivier Rosato","4,5","(31)","Avocat pénaliste","·","3 Quai de la Joliette","Fermé","· Ouvre à 09:00 lun.","·","04 91 91 22 03","https://www.rosato-avocats.com/fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""C’est un","avocat","exceptionnellement rigoureux et attentif à ses clients."""
"https://www.google.fr/maps/place/Avocat+Marseille+Ma%C3%AEtre+Riahi/data=!4m7!3m6!1s0x12c9c0c770e2e80f:0x93a9eed48b3ae1f0!8m2!3d43.2973147!4d5.371755!16s%2Fg%2F11btvgbfdy!19sChIJD-jicMfAyRIR8OE6i9TuqZM?authuser=0&hl=fr&rclk=1","Avocat Marseille Maître Riahi","5,0","(17)","Avocat","·","18 Rue Bonneterie","Ferme bientôt","· 19:00 · Ouvre à 14:00 lun.","·","06 23 49 50 57","https://avocats-hr.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","avocat","Maître RIAHI est très à l'écoute et très compétent."""
"https://www.google.fr/maps/place/Avocat+Delavaud+Anne-Sophie/data=!4m7!3m6!1s0x12c9c0b97701fa73:0xfe78cb201330f539!8m2!3d43.2846738!4d5.367477!16s%2Fg%2F11df3xfyhz!19sChIJc_oBd7nAyRIROfUwEyDLeP4?authuser=0&hl=fr&rclk=1","Avocat Delavaud Anne-Sophie","4,9","(112)","Avocat spécialisé en droit du travail","·","99 Chem. du Roucas Blanc","Ouvert","· Ferme à 20:00","·","04 82 29 10 57","https://www.avocat-delavaud.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Une","avocate","très professionnelle, à la hauteur de mes attentes !!"""
"https://www.google.fr/maps/place/Ma%C3%AEtre+Michael+ZERBIB+Avocat+en+dommage+corporel,+indemnisation+accident+de+la+route,+erreur+m%C3%A9dicale+et+agression/data=!4m7!3m6!1s0x12c9c0b7808834c7:0xf603911912f952f2!8m2!3d43.294301!4d5.3748664!16s%2Fg%2F1tcwzqhs!19sChIJxzSIgLfAyRIR8lL5EhmRA_Y?authuser=0&hl=fr&rclk=1","Maître Michael ZERBIB Avocat en dommage corporel, indemnisation accident de la route, erreur médicale et agression","5,0","(194)","Avocat","·","14 Rue Pythéas","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","04 91 48 49 24","https://www.avocat-zerbib.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","avocat","et super équipe à votre attention pour le moindre détails."""
"https://www.google.fr/maps/place/Hamdi+BACHTLI+-+AVOCAT+-+%C3%89TRANGERS+-+OQTF+-+TITRE+DE+S%C3%89JOUR+-+ASILE+-+NATIONALIT%C3%89+-+DIVORCE+AMIABLE/data=!4m7!3m6!1s0x12c9c18a34696683:0x93f5a75845456ab8!8m2!3d43.2922165!4d5.3777632!16s%2Fg%2F11vf48ypfm!19sChIJg2ZpNIrByRIRuGpFRVin9ZM?authuser=0&hl=fr&rclk=1","Hamdi BACHTLI - AVOCAT - ÉTRANGERS - OQTF - TITRE DE SÉJOUR - ASILE - NATIONALITÉ - DIVORCE AMIABLE","4,8","(49)","Avocat","·","27 Rue Grignan","Ouvert","· Ferme à 20:00","·","07 65 83 40 84","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Avocat","à l'écoute extrêmement compétent et professionnelle."""
"https://www.google.fr/maps/place/Mariama+Millou+-+Avocate/data=!4m7!3m6!1s0x12c9c17b0eb15ae9:0x4bbfc8b52c63af73!8m2!3d43.2923432!4d5.3741242!16s%2Fg%2F11qpt7fr3f!19sChIJ6VqxDnvByRIRc69jLLXIv0s?authuser=0&hl=fr&rclk=1","Mariama Millou - Avocate","5,0","(38)","Avocat pénaliste","·","42 Rue Sainte","Ouvert 24h/24","","·","06 10 99 42 24","https://www.mariama-millou-avocat.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maître Mariama Millou est une","avocate","exceptionnelle."""
"https://www.google.fr/maps/place/Cabinet+d%27avocats+Defenz+Marseille/data=!4m7!3m6!1s0x12c9c0b9cbeeeec7:0xaf97162401e6cb52!8m2!3d43.2972673!4d5.3730112!16s%2Fg%2F113h7wbh6!19sChIJx-7uy7nAyRIRUsvmASQWl68?authuser=0&hl=fr&rclk=1","Cabinet d'avocats Defenz Marseille","4,8","(34)","Avocat","·","11 Rue de la République","Ferme bientôt","· 19:30 · Ouvre à 09:00 lun.","·","04 96 20 60 70","https://www.defenz.eu/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un excellent","avocat","qui m'a accompagné de A à Z tout au long de mon affaire."""
"https://www.google.fr/maps/place/Hedi+SAHRAOUI+-+SUDAIX+AVOCATS+-+Avocat+en+droit+commercial,+droit+bancaire,+contrats,+saisies,+cautions,+immobilier/data=!4m7!3m6!1s0x12c9c108879cbd03:0x8f4e420474daac42!8m2!3d43.3124489!4d5.3711012!16s%2Fg%2F11pf5kgtlk!19sChIJA72chwjByRIRQqzadARCTo8?authuser=0&hl=fr&rclk=1","Hedi SAHRAOUI - SUDAIX AVOCATS - Avocat en droit commercial, droit bancaire, contrats, saisies, cautions, immobilier","4,5","(28)","Cabinet d'avocats","·","rez-de-chaussée, 74 Rue de Ruffi","Fermé","· Ouvre à 09:00 lun.","·","04 12 04 74 05","https://sudaix-avocats.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maître SAHRAOUI est un","avocat","compétent, professionnel et à l'écoute."""
"https://www.google.fr/maps/place/Ma%C3%AEtre+Y.+Zemmam+-+Avocat/data=!4m7!3m6!1s0x12c9c0b9b3b1b0c9:0x721d559c01c98ec0!8m2!3d43.2918512!4d5.3759402!16s%2Fg%2F1wcj_z64!19sChIJybCxs7nAyRIRwI7JAZxVHXI?authuser=0&hl=fr&rclk=1","Maître Y. Zemmam - Avocat","4,5","(42)","Avocat","·","53 Rue Grignan","Ouvert","· Ferme à 20:00","·","09 51 93 46 65","http://www.zemmam-avocat.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","avocat","rapidité et efficacité au top je le recommande à 100%"""
"https://www.google.fr/maps/place/Ma%C3%AEtre+St%C3%A9phane+Kulbastian+:+Avocat+Permis+de+conduire,+Famille,+Succession+et+P%C3%A9nal/data=!4m7!3m6!1s0x12c9c18281a49c03:0x10f5a68390a70b63!8m2!3d43.2911065!4d5.377673!16s%2Fg%2F11rv83wk22!19sChIJA5ykgYLByRIRYwunkIOm9RA?authuser=0&hl=fr&rclk=1","Maître Stéphane Kulbastian : Avocat Permis de conduire, Famille, Succession et Pénal","4,9","(596)","Avocat","·","74 Rue Paradis","Fermé","· Ouvre à 09:00 lun.","·","04 96 16 16 33","https://avocat-sk.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... et appliqué il mérite 10 étoiles c'est vraiment un super","avocat","."""
"https://www.google.fr/maps/place/Avocat+succession+Marseille+-+Ma%C3%AEtre+Charlotte+DE+VILLAINES/data=!4m7!3m6!1s0x12c9c13f5d8b6815:0xa657b1eb3c95d4c6!8m2!3d43.289106!4d5.3744691!16s%2Fg%2F11ng5g4pyj!19sChIJFWiLXT_ByRIRxtSVPOuxV6Y?authuser=0&hl=fr&rclk=1","Avocat succession Marseille - Maître Charlotte DE VILLAINES","5,0","(21)","Avocat spécialisé en droit de la famille","·","22 Rue Edouard Delanglade","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","04 91 81 02 19","https://www.charlotte-devillaines.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Avocate","disponible, sympathique et professionnelle."""
"https://www.google.fr/maps/place/Jaberson+Avocats+-+Marseille/data=!4m7!3m6!1s0x12c9c0bf680fffff:0x5ead0092abf8e5f!8m2!3d43.296388!4d5.373713!16s%2Fg%2F11gdgv1kcl!19sChIJ__8PaL_AyRIRX46_KgnQ6gU?authuser=0&hl=fr&rclk=1","Jaberson Avocats - Marseille","4,8","(16)","Cabinet d'avocats","·","1 Rue de la République","Ferme bientôt","· 19:00 · Ouvre à 08:00 lun.","·","04 91 31 98 90","http://www.jaberson-avocats.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci pour votre écoute attentive et vos conseils avisés.""","",""
"https://www.google.fr/maps/place/Michel+AMAS+-+Avocat/data=!4m7!3m6!1s0x12c9c0ba5029fa35:0xae8ccdcac40cb5f7!8m2!3d43.288862!4d5.373603!16s%2Fg%2F1td2qsjb!19sChIJNfopULrAyRIR97UMxMrNjK4?authuser=0&hl=fr&rclk=1","Michel AMAS - Avocat","4,7","(736)","Avocat","·","36 Rue Edouard Delanglade","Fermé","· Ouvre à 09:00 lun.","·","04 91 33 27 00","https://www.amas-schenone.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","avocat","excellent travail et investie a 100%"""
"https://www.google.fr/maps/place/Cabinet+Karim+BOUGUESSA+-+AVOCAT/data=!4m7!3m6!1s0x12c9c0b7e8d44763:0xe3d26b8a34f2e4b0!8m2!3d43.2901867!4d5.376309!16s%2Fg%2F11cjs8h0kw!19sChIJY0fU6LfAyRIRsOTyNIpr0uM?authuser=0&hl=fr&rclk=1","Cabinet Karim BOUGUESSA - AVOCAT","4,9","(38)","Avocat","·","21 Cr Pierre Puget","Ouvert","· Ferme à 21:00","·","06 77 12 00 74","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un","avocat","très professionnel, présent pour ses clients et leurs familles."""
"https://www.google.fr/maps/place/Nicolas+Berthier+-+Avocat+P%C3%A9naliste,+P%C3%A9nal+des+Affaires,+Dommage+corporel,+Cour+d%27assises,+Comparution+Imm%C3%A9diate,+Garde-%C3%A0-Vue/data=!4m7!3m6!1s0x12c9c0c7efc28ae3:0x6b7cb254db3fb9dc!8m2!3d43.28847!4d5.38009!16s%2Fg%2F11c1v24q5c!19sChIJ44rC78fAyRIR3Lk_21SyfGs?authuser=0&hl=fr&rclk=1","Nicolas Berthier - Avocat Pénaliste, Pénal des Affaires, Dommage corporel, Cour d'assises, Comparution Immédiate, Garde-à-Vue","5,0","(44)","Avocat pénaliste","·","22 Rue Edmond Rostand","Ouvert","· Ferme à 21:00","·","07 83 18 04 79","https://www.google.fr/aclk?sa=L&ai=DChsSEwja-Mi8tMWSAxWPBgYAHbzxA4UYACICCAEQBBoCd3M&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuIBruKPk-12R3c69K9qaZ1tDcs655n39P_f7ezxEG5HBKzRTge15NRoCupUQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_03j3rxsVQ7eikhO_MY1Uz01E3qgA&adurl&q&ctype=99&nis=6","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Agn%C3%A8s+BOUZON-ROULLE+Avocat+-+Droit+immobilier+-+Droit+de+la+famille/data=!4m7!3m6!1s0x12c9c1566587e273:0x4a31e42b40c6c1d6!8m2!3d43.29156!4d5.378973!16s%2Fg%2F11cs3zlvjx!19sChIJc-KHZVbByRIR1sHGQCvkMUo?authuser=0&hl=fr&rclk=1","Agnès BOUZON-ROULLE Avocat - Droit immobilier - Droit de la famille","4,9","(122)","Avocat","·","2 Place Félix Baret","Ferme bientôt","· 19:30 · Ouvre à 09:00 lun.","·","04 96 11 29 00","https://www.google.fr/aclk?sa=L&ai=DChsSEwja-Mi8tMWSAxWPBgYAHbzxA4UYACICCAEQABoCd3M&co=1&ase=2&gclid=CjwKCAiAv5bMBhAIEiwAqP9GuJ_pkai31QgqhkgBALpwCdt6OJFKSCrRV67oWcHMvrYhsvzfL1VuXBoCIzsQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3y626CJEtIfGlOLHfiSlK-We0Clw&adurl&q&ctype=99&nis=6","","Site Web","","Itinéraires","","","",""
"https://www.google.fr/maps/place/Avocat+Sonia+MEZI/data=!4m7!3m6!1s0x12c9c0b9da8afa97:0xf538db44625105bc!8m2!3d43.289696!4d5.375532!16s%2Fg%2F11b6d7dxvn!19sChIJl_qK2rnAyRIRvAVRYkTbOPU?authuser=0&hl=fr&rclk=1","Avocat Sonia MEZI","4,8","(52)","Avocat","·","3 Rue Roux de Brignoles","Ferme bientôt","· 19:30 · Ouvre à 09:00 lun.","·","04 96 11 24 30","https://www.mezi-avocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super équipe","avocat","au top réactive et qui aime son métier"""
"https://www.google.fr/maps/place/Cabinet+Ga%C3%ABtan+POITEVIN/data=!4m7!3m6!1s0x12c9c0b84dbe2cb3:0x3b9d2ac7c44e6dc1!8m2!3d43.2918286!4d5.3749073!16s%2Fg%2F11cmchq_81!19sChIJsyy-TbjAyRIRwW1OxMcqnTs?authuser=0&hl=fr&rclk=1","Cabinet Gaëtan POITEVIN","4,5","(21)","Avocat","·","66 Rue Grignan","Ouvert","· Ferme à 20:00","·","06 48 00 91 22","https://www.poitevinavocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maître POITEVIN est un excellent","avocat","!"""
"https://www.google.fr/maps/place/Muriel+Fassi%C3%A9+-+Avocat+en+droit+du+travail+%C3%A0+Marseille/data=!4m7!3m6!1s0x12c9c0b00c1d5205:0x19be0121e3088708!8m2!3d43.2915723!4d5.3740602!16s%2Fg%2F11fmddrrsf!19sChIJBVIdDLDAyRIRCIcI4yEBvhk?authuser=0&hl=fr&rclk=1","Muriel Fassié - Avocat en droit du travail à Marseille","5,0","(76)","Avocat en droit du travail","·","80 Rue Grignan","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","04 88 22 78 20","https://www.avocat-fassie.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maître FASSIÉ est une excellente","avocate","qui est à l'écoute de ses clients."""
"https://www.google.fr/maps/place/Ma%C3%AEtre+Aouatef+Duval-Zouari+au+Barreau+de+Marseille+-+Avocat+en+droit+immobilier+et+en+droit+de+l%27urbanisme/data=!4m7!3m6!1s0x12c9c0ba3d76a787:0xa181eccd5e8f9588!8m2!3d43.2935209!4d5.3724497!16s%2Fg%2F11g7zdrnrm!19sChIJh6d2PbrAyRIRiJWPXs3sgaE?authuser=0&hl=fr&rclk=1","Maître Aouatef Duval-Zouari au Barreau de Marseille - Avocat en droit immobilier et en droit de l'urbanisme","5,0","(15)","Avocat spécialisé en droit immobilier","·","8 Quai de Rive Neuve","Ferme bientôt","· 19:30 · Ouvre à 08:00 sam.","·","04 11 62 05 81","http://adz-avocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Avocate","compétente et très professionnelle faite lui confiance !"""
"https://www.google.fr/maps/place/Soci%C3%A9t%C3%A9+d%27Avocat+Emmanuel+Heftman/data=!4m7!3m6!1s0x12c9c0c80309e43d:0x22825d0386356e4e!8m2!3d43.2926874!4d5.3772328!16s%2Fg%2F1v3hx4xw!19sChIJPeQJA8jAyRIRTm41hgNdgiI?authuser=0&hl=fr&rclk=1","Société d'Avocat Emmanuel Heftman","5,0","(107)","Avocat","·","39 Rue Paradis","Ferme bientôt","· 19:00 · Ouvre à 08:45 lun.","·","04 91 47 74 26","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","avocat",", avec un grand professionnalisme je le recommande!"""
"https://www.google.fr/maps/place/Cabinet+de+LAUBIER/data=!4m7!3m6!1s0x12c9c0986f43a8ff:0xbc46b29e419f29ba!8m2!3d43.2926905!4d5.3740999!16s%2Fg%2F11bx1s0sf9!19sChIJ_6hDb5jAyRIRuimfQZ6yRrw?authuser=0&hl=fr&rclk=1","Cabinet de LAUBIER","4,9","(32)","Avocat","·","RACINE AVOCATS, 19A Cr Honoré d'Estienne d'Orves","Fermé","· Ouvre à 08:30 lun.","·","04 91 15 75 75","http://www.delaubieravocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Avocat","très professionnel et investi pour ses clients."""
"https://www.google.fr/maps/place/Sylvana+DOVI+-+Avocate+en+droit+des+affaires+et+fiscalit%C3%A9/data=!4m7!3m6!1s0x12c9c1c56d35daf3:0xd582b43bfdcea58!8m2!3d43.2891653!4d5.3731261!16s%2Fg%2F11shs__kvz!19sChIJ89o1bcXByRIRWOrcv0MrWA0?authuser=0&hl=fr&rclk=1","Sylvana DOVI - Avocate en droit des affaires et fiscalité","5,0","(46)","Avocat","·","25 Boulevard Notre Dame","Ouvert","· Ferme à 20:00","","","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je tiens à partager mon expérience avec Me Dovi,","avocate","remarquable."""
"https://www.google.fr/maps/place/Ma%C3%AEtre+Sophie+Llinares/data=!4m7!3m6!1s0x12c9c1d9084d213b:0xefb045099d54a008!8m2!3d43.2929855!4d5.3784353!16s%2Fg%2F11vbj_18hs!19sChIJOyFNCNnByRIRCKBUnQlFsO8?authuser=0&hl=fr&rclk=1","Maître Sophie Llinares","4,8","(36)","Avocat en droit administratif","·","54 Rue Saint-Ferréol","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","06 27 41 60 72","https://www.sophie-llinares-avocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""une","avocate","compétente et impliquée comme on en voit rarement."""
"https://www.google.fr/maps/place/Nathan+Hazzan+-+Avocat+Marseille+accident+de+la+route,+erreur+m%C3%A9dicale/data=!4m7!3m6!1s0x12c9c0c7ee4a90c3:0xe95dcfd9f6ebc291!8m2!3d43.2911538!4d5.3722786!16s%2Fg%2F11g_qps0ld!19sChIJw5BK7sfAyRIRkcLr9tnPXek?authuser=0&hl=fr&rclk=1","Nathan Hazzan - Avocat Marseille accident de la route, erreur médicale","5,0","(37)","Avocat","·","102 Rue Grignan","Ferme bientôt","· 19:00 · Ouvre à 09:00 lun.","·","04 84 89 41 87","https://www.nathanhazzan-avocat.fr/contact","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Me Hazzan est excellent","avocat",", très professionnel et à l’écoute."""
"https://www.google.fr/maps/place/Ma%C3%AEtre+Benjamin+Liautaud/data=!4m7!3m6!1s0x12c9c0b9948eaaab:0x7bcd911b6507da40!8m2!3d43.2927954!4d5.3784761!16s%2Fg%2F11c48t06sr!19sChIJq6qOlLnAyRIRQNoHZRuRzXs?authuser=0&hl=fr&rclk=1","Maître Benjamin Liautaud","5,0","(125)","Avocat pénaliste","·","58 Rue Saint-Ferréol","Ferme bientôt","· 19:00 · Ouvre à 10:00 sam.","·","04 12 40 04 00","https://www.benjaminliautaud.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","avocat","vraiment humain et très proche de ces clients"""
"https://www.google.fr/maps/place/Emilien+Goguel-Mazet+-+Avocat+en+droit+fiscal+et+droit+des+affaires/data=!4m7!3m6!1s0x4659ba1a8d938f4d:0xd85205a622a4d955!8m2!3d43.5407656!4d5.0218248!16s%2Fg%2F11vpy269mg!19sChIJTY-TjRq6WUYRVdmkIqYFUtg?authuser=0&hl=fr&rclk=1","Emilien Goguel-Mazet - Avocat en droit fiscal et droit des affaires","5,0","(8)","Avocat fiscaliste","","·","Ferme bientôt","· 19:30 · Ouvre à 09:00 lun.","","07 85 98 19 25","https://goguelmazet-avocat.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""C'est un","avocat","calme, compétent et rassurant!"""
