"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.fr/maps/place/Hello+Serrurier+Marseille/data=!4m7!3m6!1s0x4c5476c9ddbf869b:0xe491c65bc155a8cb!8m2!3d43.3276419!4d5.3486022!16s%2Fg%2F11v5yxd1tc!19sChIJm4a_3cl2VEwRy6hVwVvGkeQ?authuser=0&hl=fr&rclk=1","Hello Serrurier Marseille","5,0","(14)","Serrurier","","·","Ouvert 24h/24","","","06 51 91 26 43","https://helloserrurier.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je le recommande à quiconque a besoin d’un service de","serrurier","à proximité."""
"https://www.google.fr/maps/place/SERRURIER+MARSEILLE+%7C+PORTES+BLIND%C3%89S+%7C+DSM/data=!4m7!3m6!1s0x12c9c0a4c3b27b15:0x6c3a34f52e00af1f!8m2!3d43.2929172!4d5.3846918!16s%2Fg%2F11clw0n_f9!19sChIJFXuyw6TAyRIRH68ALvU0Omw?authuser=0&hl=fr&rclk=1","SERRURIER MARSEILLE | PORTES BLINDÉS | DSM","4,5","(87)","Serrurier","·","17 Rue des 3 Frères Barthélémy","Ouvert 24h/24","","·","07 78 55 81 29","http://www.depannage-serrurerie-marseillaise.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellente expérience avec cette entreprise de serrurerie !""","",""
"https://www.google.fr/maps/place/Pelletan+peinture+nasri/data=!4m7!3m6!1s0x12c9c092c1457f65:0xbb653c140793e472!8m2!3d43.3082257!4d5.3741959!16s%2Fg%2F1hc38w6xd!19sChIJZX9FwZLAyRIRcuSTBxQ8Zbs?authuser=0&hl=fr&rclk=1","Pelletan peinture nasri","4,9","(115)","Magasin de peinture","·","·","Fermé","100 Av. Camille Pelletan","· Ouvre à 08:30 sam.","09 50 63 04 41","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très accueillant serviable et prix attractifs""","",""
"https://www.google.fr/maps/place/Korda+Multiservices+Marseille/data=!4m7!3m6!1s0x12c9b8bb99233e83:0xb954da6d94749d5!8m2!3d43.2976745!4d5.3760372!16s%2Fg%2F1tfd9nd3!19sChIJgz4jmbu4yRIR1UlH2aZNlQs?authuser=0&hl=fr&rclk=1","Korda Multiservices Marseille","3,7","(80)","Cordonnier","·","·","Ferme bientôt","· 19:00 · Ouvre à 10:00 sam.","·","04 91 90 68 53","https://www.korda-phonezone.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service rapide et efficace, ma sacoche a ete reparer en moins de 24h""","",""
"https://www.google.fr/maps/place/Bar+Tabac+de+l%27Ev%C3%AAch%C3%A9/data=!4m7!3m6!1s0x12c9c0c26d41967f:0x3572c4526bf6c5c2!8m2!3d43.2996678!4d5.3665226!16s%2Fg%2F1tf4hdnc!19sChIJf5ZBbcLAyRIRwsX2a1LEcjU?authuser=0&hl=fr&rclk=1","Bar Tabac de l'Evêché","4,3","(159)","Serrurier","·","58 Rue de l'Évêché","Ouvert","·","· Ferme à 23:00","04 91 90 01 87","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La clientèle est à la l'image du lieu, nous avons fait de belles rencontres.""","",""
"https://www.google.fr/maps/place/SOS+SERRURIER+MARSEILLE/data=!4m7!3m6!1s0x4fe3c8cf341273a9:0xe9567899a81c40f8!8m2!3d43.2804689!4d5.3806472!16s%2Fg%2F11ylktwxy2!19sChIJqXMSNM_I408R-EAcqJl4Vuk?authuser=0&hl=fr&rclk=1","SOS SERRURIER MARSEILLE","5,0","(3)","Serrurier","","·","Ouvert 24h/24","","","06 34 60 04 30","https://sosserruriermarseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Intervention rapide,","serrurier","ponctuel et travail réalisé efficacement."""
"https://www.google.fr/maps/place/Groupe+Mr+Suret%C3%A9+-+serrurier+Marseille/data=!4m7!3m6!1s0x12c9c0bab4728bf7:0xcc13e6a932a9cc9a!8m2!3d43.290781!4d5.3834443!16s%2Fg%2F1tnhjs6c!19sChIJ94tytLrAyRIRmsypMqnmE8w?authuser=0&hl=fr&rclk=1","Groupe Mr Sureté - serrurier Marseille","4,3","(175)","Serrurier","·","·","Ouvert","· Ferme à 22:00","·","04 91 42 53 53","https://mrsurete.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super","serrurier","efficace et très serviable je recommande 👍"""
"https://www.google.fr/maps/place/Serrurerie-Cordonnerie+DAVTIAN/data=!4m7!3m6!1s0x12c9c0b77c2c4d07:0x498ded9df9caa4b5!8m2!3d43.2900576!4d5.3759915!16s%2Fg%2F11fz9x2yw7!19sChIJB00sfLfAyRIRtaTK-Z3tjUk?authuser=0&hl=fr&rclk=1","Serrurerie-Cordonnerie DAVTIAN","4,9","(137)","Serrurier","·","55 Rue Breteuil","Ferme bientôt","·","· 19:00 · Ouvre à 10:00 sam.","09 51 93 33 33","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","serrurier","Bon service et bons prix"""
"https://www.google.fr/maps/place/Mon+Serrurier+Marseillais+-+Serrurier+Marseille/data=!4m7!3m6!1s0x12c9c14480623087:0x1027107af62cde16!8m2!3d43.2861404!4d5.3830969!16s%2Fg%2F11h0lndv0s!19sChIJhzBigETByRIRFt4s9noQJxA?authuser=0&hl=fr&rclk=1","Mon Serrurier Marseillais - Serrurier Marseille","5,0","(269)","Serrurier","·","·","Ouvert 24h/24","","·","06 60 35 37 34","https://monserruriermarseillais.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Prix abordable et prestation de qualité
Je recommande""","",""
"https://www.google.fr/maps/place/Serrurier+Marseille+-+MSM+-+Serrurerie+d%27urgence/data=!4m7!3m6!1s0x12c9c1461d3a93c1:0xccf450a0b3c03456!8m2!3d43.3047038!4d5.3896019!16s%2Fg%2F11h8hdj3mt!19sChIJwZM6HUbByRIRVjTAs6BQ9Mw?authuser=0&hl=fr&rclk=1","Serrurier Marseille - MSM - Serrurerie d'urgence","5,0","(20)","Serrurier","·","5 Bd Camille Flammarion","Ouvert 24h/24","·","","07 80 97 92 93","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande ce","serrurier","."""
"https://www.google.fr/maps/place/SERRURERIE+DES+CATALANS/data=!4m7!3m6!1s0x12c9c0d493df61b9:0x454d50ef66a21f7f!8m2!3d43.2902328!4d5.3588421!16s%2Fg%2F12qgx9bk0!19sChIJuWHfk9TAyRIRfx-iZu9QTUU?authuser=0&hl=fr&rclk=1","SERRURERIE DES CATALANS","4,8","(77)","Serrurier","·","5 Rue César Aleman","Fermé","· Ouvre à 08:00 lun.","·","04 91 67 20 62","http://www.serrureriedescatalans.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nous avons fait appel à cette entreprise pour changer notre porte d'entrée.""","",""
"https://www.google.fr/maps/place/D%C3%A9pannage+R%C3%A9mi+Serrure/data=!4m7!3m6!1s0x43c74957d6a97bc1:0xef74eefedb049c56!8m2!3d43.2742267!4d5.4666411!16s%2Fg%2F11y47z26sf!19sChIJwXup1ldJx0MRVpwE2_7udO8?authuser=0&hl=fr&rclk=1","Dépannage Rémi Serrure","5,0","(9)","Service de serrurerie d'urgence","","·","Ouvert 24h/24","","","07 60 74 82 63","https://www.drserrure.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Professionnalisme et sérieux, sont les maîtres mots de cette entreprise !!""","",""
"https://www.google.fr/maps/place/SERRURERIE+EXTRA+-+Serrurier+Marseille/data=!4m7!3m6!1s0x12c9c0b06eea6cc5:0xf71afc93b1a484b9!8m2!3d43.2893014!4d5.3816925!16s%2Fg%2F11gg67vzd0!19sChIJxWzqbrDAyRIRuYSksZP8Gvc?authuser=0&hl=fr&rclk=1","SERRURERIE EXTRA - Serrurier Marseille","5,0","(166)","Service de reproduction de clés","·","124 Rue de Rome","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","07 82 82 82 08","https://serrurerieextra.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","serrurier",", professionnel et très compétent en plus d'être agréable."""
"https://www.google.fr/maps/place/Acces%C3%BBr+Serrurier+Marseille/data=!4m7!3m6!1s0x12c9c0bf14dd89a5:0xc7c655e5742fd7ee!8m2!3d43.3192351!4d5.3564391!16s%2Fg%2F11cnb2q1tc!19sChIJpYndFL_AyRIR7tcvdOVVxsc?authuser=0&hl=fr&rclk=1","Accesûr Serrurier Marseille","4,2","(5)","Serrurier","","·","Ouvert 24h/24","","","07 82 41 00 39","","","Itinéraires","","","","","",""
"https://www.google.fr/maps/place/AZ+serrurerie/data=!4m7!3m6!1s0x12c9bf5f585c9bf1:0xf0a49bc8a55b84b5!8m2!3d43.2951567!4d5.3938938!16s%2Fg%2F11cfhvt1q!19sChIJ8ZtcWF-_yRIRtYRbpcibpPA?authuser=0&hl=fr&rclk=1","AZ serrurerie","4,8","(92)","Service de serrurerie d'urgence","·","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 dim.","·","06 09 13 44 77","http://azserrurerie.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le","serrurier","est arrivé en 15 minutes et a débloqué la porte immédiatement."""
"https://www.google.fr/maps/place/Serrurier+2424+Marseille+7%2F7/data=!4m7!3m6!1s0x12c9bf799aad099b:0x7bbd6e0b93081364!8m2!3d43.313432!4d5.402174!16s%2Fg%2F11cnddd_zj!19sChIJmwmtmnm_yRIRZBMIkwtuvXs?authuser=0&hl=fr&rclk=1","Serrurier 2424 Marseille 7/7","5,0","(235)","Serrurier","·","27 B Av. de Saint-Just","Ouvert 24h/24","","·","06 59 55 13 09","https://serrurier2424.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service excellent,","serrurier","loyal et qui fait très bien son travail."""
"https://www.google.fr/maps/place/Cordonnerie+Serrurerie+Belle+de+mai/data=!4m7!3m6!1s0x12c9c18f4522eb9d:0x28d2c023db2fa865!8m2!3d43.3126111!4d5.3853601!16s%2Fg%2F11j5_5lfmd!19sChIJnesiRY_ByRIRZagv2yPA0ig?authuser=0&hl=fr&rclk=1","Cordonnerie Serrurerie Belle de mai","4,2","(18)","Service de serrurerie d'urgence","·","94 Rue Belle de Mai","Ferme bientôt","·","· 19:00 · Ouvre à 08:00 sam.","06 59 47 80 26","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Je recommande ce","serrurier","et son équipe vivement."""
"https://www.google.fr/maps/place/Confort+Securite+Notre+Dame/data=!4m7!3m6!1s0x12c9c0b7d4b7843f:0x859154396cfef0a8!8m2!3d43.2858576!4d5.3741002!16s%2Fg%2F1td81_17!19sChIJP4S31LfAyRIRqPD-bDlUkYU?authuser=0&hl=fr&rclk=1","Confort Securite Notre Dame","4,9","(124)","Serrurier","·","94 Boulevard Notre Dame","Ouvert","· Ferme à 00:00","·","04 91 54 29 07","http://www.confortsecurite-notredame.com/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Deuxième expérience très positive avec le","serrurier","Confort Sécurité."""
"https://www.google.fr/maps/place/Express+Serrurier+Marseille/data=!4m7!3m6!1s0x62ab0a3415bc033b:0xa09e502284ed6261!8m2!3d43.2803439!4d5.3806472!16s%2Fg%2F11m6_4dqp9!19sChIJOwO8FTQKq2IRYWLthCJQnqA?authuser=0&hl=fr&rclk=1","Express Serrurier Marseille","5,0","(3)","Serrurier","","·","Ouvert 24h/24","","","06 51 39 36 68","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Merci pour le déplacement  rapide""","",""
"https://www.google.fr/maps/place/Serrurier+Marseille+%7C+Porte+Blind%C3%A9e+%7C+SERRURERIE+CSCL/data=!4m7!3m6!1s0x12c9bf7e93694cd7:0xc38210df49305647!8m2!3d43.314273!4d5.397532!16s%2Fg%2F1q67pzzq6!19sChIJ10xpk36_yRIRR1YwSd8QgsM?authuser=0&hl=fr&rclk=1","Serrurier Marseille | Porte Blindée | SERRURERIE CSCL","4,9","(62)","Serrurier","·","74 Av. des Chutes Lavie","Ouvert 24h/24","","·","06 14 16 06 86","https://www.cscl.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le meilleur","serrurier","de Marseille : compétent, rapide et efficace."""
"https://www.google.fr/maps/place/Au+Forum+de+la+Cl%C3%A9/data=!4m7!3m6!1s0x12c9bfa030884b0f:0xe165168f83881343!8m2!3d43.3050938!4d5.3993878!16s%2Fg%2F11p0dbbl8r!19sChIJD0uIMKC_yRIRQxOIg48WZeE?authuser=0&hl=fr&rclk=1","Au Forum de la Clé","4,7","(107)","Serrurier","·","74 Av. des Chartreux","Ouvert 24h/24","","·","04 91 64 32 61","http://www.13serruriermarseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Serrurier","au top sérieux et pas chers
Merci"""
"https://www.google.fr/maps/place/SOS+Ouverture+%E2%80%93+D%C3%A9pannage+Serrurier+Marseille/data=!4m7!3m6!1s0x42b1cbaeefcfa05b:0xced661bd2284c13b!8m2!3d43.2833456!4d5.3788616!16s%2Fg%2F11mss35bd2!19sChIJW6DP767LsUIRO8GEIr1h1s4?authuser=0&hl=fr&rclk=1","SOS Ouverture – Dépannage Serrurier Marseille","4,8","(30)","Serrurier","·","181 Rue Breteuil","Ouvert 24h/24","·","","07 81 08 11 65","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Très bon","serrurier","rapide et super transparent je recommande !"""
"https://www.google.fr/maps/place/Serrurerie+Sounny/data=!4m7!3m6!1s0x26774c0279d93f99:0x22acbddff01f0aea!8m2!3d43.2978292!4d5.3924048!16s%2Fg%2F11vhwwjk6b!19sChIJmT_ZeQJMdyYR6gof8N-9rCI?authuser=0&hl=fr&rclk=1","Serrurerie Sounny","5,0","(21)","Serrurier","·","75 Rue Jaubert","Ouvert","· Ferme à 22:00","·","06 59 16 72 16","https://www.serrureriesounny.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Artisan très sérieux, disponible et très compétent.""","",""
"https://www.google.fr/maps/place/Devauze+-+Serrurier+Marseille+Centre+Ville+-+Point+Fort+Fichet/data=!4m7!3m6!1s0x12c9c0b2f112d965:0x51ff30f800c279f3!8m2!3d43.282091!4d5.381382!16s%2Fg%2F1tdrnn09!19sChIJZdkS8bLAyRIR83nCAPgw_1E?authuser=0&hl=fr&rclk=1","Devauze - Serrurier Marseille Centre Ville - Point Fort Fichet","4,6","(96)","Serrurier","·","246 Rue Paradis","Ouvert","· Ferme à 20:00","·","04 91 53 56 76","https://www.devauze.com/?utm_source=GMB&utm_medium=seo_local&utm_campaign=13006","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Les","serruriers","ont été rapides, efficaces et très courtois."""
"https://www.google.fr/maps/place/Serrurerie+Sitbon/data=!4m7!3m6!1s0x12c9c1f0e5d6f687:0x33ec43f7c27e0b93!8m2!3d43.2876836!4d5.3797369!16s%2Fg%2F11j2g0xvls!19sChIJh_bW5fDByRIRkwt-wvdD7DM?authuser=0&hl=fr&rclk=1","Serrurerie Sitbon","4,9","(39)","Serrurier","·","70 Rue Saint-Suffren","Ferme bientôt","·","· 18:30 · Ouvre à 20:00 sam.","06 26 86 20 96","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Professionnel, disponible et changement de serrure super rapide!""","",""
"https://www.google.fr/maps/place/CLE+%26+GO+-+serrurier+Marseille/data=!4m7!3m6!1s0x12c9c1e7ecfbc62b:0xb235be5c79d9f3ea!8m2!3d43.2909083!4d5.3833832!16s%2Fg%2F11jt1d5yy0!19sChIJK8b77OfByRIR6vPZeVy-NbI?authuser=0&hl=fr&rclk=1","CLE & GO - serrurier Marseille","4,5","(43)","Serrurier","·","57 Cr Lieutaud","Fermé","· Ouvre à 09:00 lun.","·","04 91 42 53 53","https://cleandgo.fr/serrurier-marseille/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super service !""","",""
"https://www.google.fr/maps/place/ARA-Multiservices+%7C+Serrurier,+plombier,+Electricien+et+chauffagiste/data=!4m7!3m6!1s0x12c9c10fc2738b2f:0x7f00a81acd6575ad!8m2!3d43.3061634!4d5.3930476!16s%2Fg%2F11w2m07t6z!19sChIJL4tzwg_ByRIRrXVlzRqoAH8?authuser=0&hl=fr&rclk=1","ARA-Multiservices | Serrurier, plombier, Electricien et chauffagiste","4,2","(88)","Serrurier","·","3 Rue Bénédit","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","·","07 73 67 44 27","https://ara-multiservices.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le","serrurier","est intervenu rapidement et avec professionnalisme."""
"https://www.google.fr/maps/place/Serrurerie+DAVKEYS+-+Programmation+Cl%C3%A9s+de+Voitures/data=!4m7!3m6!1s0x12c9c173f332662f:0x438a2bd8462bcaa1!8m2!3d43.2900576!4d5.3759915!16s%2Fg%2F11k6yb04j0!19sChIJL2Yy83PByRIRocorRtgrikM?authuser=0&hl=fr&rclk=1","Serrurerie DAVKEYS - Programmation Clés de Voitures","4,9","(98)","Serrurier","·","55 Rue Breteuil","Fermé","·","· Ouvre à 00:00 lun.","06 12 56 59 27","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Efficace , compétent, excellent service.""","",""
"https://www.google.fr/maps/place/Mr.Bricolage+Marseille+Ballard/data=!4m7!3m6!1s0x12c9c0b8f16cf76b:0x65674f6f7bab7b8c!8m2!3d43.2930579!4d5.3747725!16s%2Fg%2F1tlzrh6h!19sChIJa_ds8bjAyRIRjHure29PZ2U?authuser=0&hl=fr&rclk=1","Mr.Bricolage Marseille Ballard","4,2","(381)","Magasin de bricolage","·","·","Ferme bientôt","· 19:00 · Ouvre à 09:00 sam.","Articles de bricolage & éléments de déco","04 91 33 04 60","https://magasin.mr-bricolage.fr/371-mr-bricolage-marseille-ballard?utm_source=gmb","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un super magasin personnel pro je recommande""","",""
"https://www.google.fr/maps/place/Manitech/data=!4m7!3m6!1s0x12c9c10b55e2e259:0x67720fa9435d83a1!8m2!3d43.2823362!4d5.3884286!16s%2Fg%2F11nn44fp9t!19sChIJWeLiVQvByRIRoYNdQ6kPcmc?authuser=0&hl=fr&rclk=1","Manitech","4,9","(92)","Serrurier","·","61 Rue du Rouet","Ouvert 24h/24","","·","07 81 61 12 28","https://manitech-serrurier.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Intervention dans les 40min.","Serrurier","honnête et gentil."""
"https://www.google.fr/maps/place/Cordonnerie+Multiservice/data=!4m7!3m6!1s0x12c9c0c81e7db75d:0xa1268a0aaadfb8e4!8m2!3d43.2894731!4d5.3728217!16s%2Fg%2F1ptyk14xt!19sChIJXbd9HsjAyRIR5LjfqgqKJqE?authuser=0&hl=fr&rclk=1","Cordonnerie Multiservice","5,0","(67)","Service de reproduction de clés","·","15 Boulevard Notre Dame","Ferme bientôt","·","· 19:00 · Ouvre à 09:00 sam.","04 84 18 15 67","","","Itinéraires","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service parfait, réactif et super pro""","",""
"https://www.google.fr/maps/place/Bon+Serrurier+Marseille+D%C3%A9pannage+Serrurier+Pas+Cher+Urgence+24%2F24+7%2F7+Ouverture+Porte+Blind%C3%A9e+Changement+Serrure/data=!4m7!3m6!1s0x12c9c1e19c8e0345:0x1dc9bdd08cf4d7fb!8m2!3d43.2815387!4d5.3856733!16s%2Fg%2F11rz94ptn5!19sChIJRQOOnOHByRIR-9f0jNC9yR0?authuser=0&hl=fr&rclk=1","Bon Serrurier Marseille Dépannage Serrurier Pas Cher Urgence 24/24 7/7 Ouverture Porte Blindée Changement Serrure","5,0","(117)","Serrurier","·","94 Av. du Prado","Ouvert 24h/24","","·","06 95 75 02 06","https://bon-serrurier-marseille.fr/","","Site Web","","Itinéraires","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Le","serrurier","a été très professionnel, ponctuel et extrêmement gentil."""
